id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag
59903,Women,Accessories,Scarves,Scarves,Peach,Fall,2012.0,Casual,Femella Women Peach Printed Scarf,Mixed,CLTH-059903
32432,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,Cotton,CLTH-032432
21819,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Midway 2 in 1 Black Wallet,Mixed,CLTH-021819
56177,Women,Personal Care,Makeup,Kajal and Eyeliner,Navy Blue,Spring,2017.0,Casual,Colorbar Color Intense Mignight Sky Liquid Eye Liner 001,Mixed,CLTH-056177
25485,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2012.0,Casual,Nike Women Solarsoft Thong Pink Flip Flops,Rubber,CLTH-025485
5795,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Graphic White T-shirt,Cotton,CLTH-005795
57899,Women,Apparel,Bottomwear,Leggings,Black,Fall,2012.0,Casual,Femella Women Black Leggings,Mixed,CLTH-057899
38934,Girls,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Leggings,Mixed,CLTH-038934
53405,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Alma Women Printed Cream Kurta,Cotton,CLTH-053405
15210,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Arrow Sport Men Solid Green Polo Tshirts,Cotton,CLTH-015210
4647,Men,Footwear,Sandal,Sandals,Blue,Summer,2011.0,Sports,ADIDAS Men Neo Feather Lead Red Sandal,Leather,CLTH-004647
12809,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men Hood Black Jacket,Polyester,CLTH-012809
29248,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women Response Cushion White Sports Shoes,Synthetic,CLTH-029248
16495,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey TShirt,Cotton,CLTH-016495
51352,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,Denim,CLTH-051352
50280,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Parx Men Light Blue Tie,Mixed,CLTH-050280
17547,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt,Cotton,CLTH-017547
9964,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Women As Statement Blue T-Shirts,Cotton,CLTH-009964
6110,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,UCB Men's Benetton Logo Purple T-shirt,Cotton,CLTH-006110
47237,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Playboy Men Grey Shoes,Mixed,CLTH-047237
12035,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt,Cotton,CLTH-012035
3462,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,ADIDAS Men's Ezeiro Silver Black Shoe,Synthetic,CLTH-003462
9158,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Locomotive Men Cade Black Jeans,Denim,CLTH-009158
43697,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt,Cotton,CLTH-043697
54620,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Metal,CLTH-054620
22492,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Duramo Luxury 3 Sports Shoes,Synthetic,CLTH-022492
51160,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Raymond Men Black Socks,Mixed,CLTH-051160
35425,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Twenty2yds Mid IV White Sports Shoes,Synthetic,CLTH-035425
47005,Women,Apparel,Topwear,Kurtas,Lavender,Fall,2012.0,Ethnic,Shree Women Lavender Kurta,Cotton,CLTH-047005
17775,Men,Accessories,Belts,Belts,Brown,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt,Leather,CLTH-017775
48871,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Mixed,CLTH-048871
23540,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Classic Polo Men Black Sweatshirt,Polyester,CLTH-023540
29846,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Basics Men Grey Trousers,Denim,CLTH-029846
31085,Women,Accessories,Stoles,Stoles,Brown,Summer,2012.0,Ethnic,Fabindia Women Brown Ekko Silk Stole,Mixed,CLTH-031085
3650,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Drake White Sports Shoe,Synthetic,CLTH-003650
12207,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Basics Men Blue Striped T-shirt,Cotton,CLTH-012207
54412,Women,Accessories,Wallets,Wallets,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Wallet,Mixed,CLTH-054412
30157,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Belt,Leather,CLTH-030157
2782,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ediots Men's Who Cares Black T-shirt,Cotton,CLTH-002782
40220,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Provogue Men Black Leather Wallet,Mixed,CLTH-040220
57297,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men Purple Checks Shirt,Cotton,CLTH-057297
11482,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Blue Shirts,Cotton,CLTH-011482
32600,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,ONLY Women Red Live Love Tube Top,Cotton,CLTH-032600
53637,Men,Footwear,Shoes,Casual Shoes,White,Summer,2010.0,Casual,ADIDAS Men White Shoes,Mixed,CLTH-053637
44680,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Party,Wills Lifestyle Women Black Jaydon Top,Cotton,CLTH-044680
4475,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,Puma Women Cell Exsis Silver Black White Shoe,Synthetic,CLTH-004475
45752,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Folklore Women Green Kurta,Cotton,CLTH-045752
15022,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pants,Polyester,CLTH-015022
21217,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Quiksilver Men White Echo Script Flip Flops,Rubber,CLTH-021217
57051,Women,Apparel,Dress,Dresses,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Dress,Chiffon,CLTH-057051
10796,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Warnick Square Block Red Shirts,Cotton,CLTH-010796
58825,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,FCUK Women Black Watch FC1047BBMWN,Metal,CLTH-058825
33514,Women,Footwear,Shoes,Heels,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Peep Toes,Mixed,CLTH-033514
41134,Women,Apparel,Bottomwear,Jeggings,Grey,Summer,2012.0,Casual,Allen Solly Woman Grey Jeggings,Mixed,CLTH-041134
11644,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Indication Chrono Black Watch,Metal,CLTH-011644
56183,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Colorbar Triple Act Sand Compact 002,Mixed,CLTH-056183
25471,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Nike Men Olive Green Liteforce Shoes,Mixed,CLTH-025471
44446,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Gliders Women Blue Spinergrey Flip Flop,Rubber,CLTH-044446
5761,Women,Apparel,Bottomwear,Shorts,White,Summer,2011.0,Casual,Jealous 21 Women's Pink Shorts,Polyester,CLTH-005761
20103,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011.0,Ethnic,Diva Women Printed Magenta Kurta,Cotton,CLTH-020103
14336,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2011.0,Casual,Nike Men Sweet Classic Leather Navy Blue Casual Shoes,Mixed,CLTH-014336
39812,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Peter England Men Black Formal Trousers,Denim,CLTH-039812
52523,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,Denim,CLTH-052523
41908,Women,Personal Care,Fragrance,Fragrance Gift Set,Red,Spring,2017.0,Casual,Playboy Women Play It Rock Fragrance Gift Set,Mixed,CLTH-041908
36066,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,OTLS Unisex Blue Backpack,Canvas,CLTH-036066
45594,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Arrow Men Brown & Navy Blue Shoes,Mixed,CLTH-045594
46311,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver Dial Analog Chronograph Watch CH2815,Metal,CLTH-046311
7036,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Numero Uno Men's Blue Navy Grey Shoe,Mixed,CLTH-007036
22654,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Casual,Wildcraft Unisex Black Backpack,Canvas,CLTH-022654
8842,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2011.0,Casual,Scullers Men Scul Beige Trousers,Denim,CLTH-008842
16461,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Navy Blue Shirt,Cotton,CLTH-016461
9990,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men White Polo Tshirts,Cotton,CLTH-009990
23786,Women,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Oakley Women Beckon Blue Sunglasses,Plastic,CLTH-023786
34731,Women,Accessories,Bags,Handbags,Mustard,Summer,2012.0,Casual,Baggit Women Mustard Selection Hunt Sling Bag,Leather,CLTH-034731
19429,Men,Apparel,Topwear,Shirts,Red,Fall,2012.0,Smart Casual,Quiksilver Men Red Check Shirt,Cotton,CLTH-019429
49359,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Casual Shoes,Mixed,CLTH-049359
3496,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Galaxy Pillars Black Sun Shoe,Synthetic,CLTH-003496
31243,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Drone Blue T-shirt,Cotton,CLTH-031243
2544,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Numero Uno Men's Casual Blue Flip Flop,Rubber,CLTH-002544
43663,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Casual,ONLY Women Green Tunic,Mixed,CLTH-043663
13113,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,2011.0,Casual,ADIDAS Men HT Khakhi Short,Polyester,CLTH-013113
27326,Men,Personal Care,Fragrance,Deodorant,Orange,Spring,2017.0,Casual,Jovan Men Musk Deo,Mixed,CLTH-027326
49957,Men,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2016.0,Casual,Hanes Men Grey Panelled 3/4th Pants,Polyester,CLTH-049957
22466,Women,Apparel,Bottomwear,Leggings,Cream,Fall,2011.0,Casual,Myntra Women Cream Patiala Salwar,Mixed,CLTH-022466
51194,Women,Apparel,Innerwear,Bra,Red,Summer,2014.0,Casual,Enamor Red Bra,Mixed,CLTH-051194
46123,Women,Accessories,Jewellery,Necklace and Chains,Black,Summer,2012.0,Casual,Adrika Black Necklace,Mixed,CLTH-046123
7204,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Shimmery Patch Purple Top,Cotton,CLTH-007204
34503,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Van Heusen Woman Grey Straight Fit Trousers,Denim,CLTH-034503
27928,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers For Her Beige Trouser,Denim,CLTH-027928
17781,Men,Accessories,Ties,Ties,Brown,Fall,2011.0,Formal,Reid & Taylor Men Stripes Brown Tie,Mixed,CLTH-017781
50046,Women,Apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Moulded Tee Shirt Bra,Mixed,CLTH-050046
48885,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Mixed,CLTH-048885
42583,Boys,Apparel,Topwear,Waistcoat,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Boys Navy Blue Waistcoat,Mixed,CLTH-042583
31071,Women,Apparel,Topwear,Dupatta,Brown,Summer,2012.0,Ethnic,Fabindia Women Multi Coloured Silk Dupatta,Mixed,CLTH-031071
55534,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Revlon Touch & Glow Pimple Corrector,Mixed,CLTH-055534
13321,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Gini and Jony Kids Boys Stripes Pink Shirts,Cotton,CLTH-013321
28960,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women White Kurta,Cotton,CLTH-028960
14938,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Status Quo Men Solid Beige Shorts,Polyester,CLTH-014938
33726,Women,Accessories,Belts,Belts,Grey,Summer,2012.0,Casual,Pieces Women Grey Belt,Leather,CLTH-033726
57263,Women,Accessories,Bags,Handbags,Cream,Spring,2013.0,Casual,Murcia Blue & Cream Handbag,Leather,CLTH-057263
25643,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Casual Watch,Metal,CLTH-025643
20331,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr.Men Little Miss Men Purple Tshirt,Cotton,CLTH-020331
14104,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Flying Machine Women Printed Black Tshirts,Cotton,CLTH-014104
44674,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Wills Lifestyle Women Black Shirt,Cotton,CLTH-044674
36254,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue & White Pyjama Set,Mixed,CLTH-036254
34167,Girls,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Gini and Jony Girls White Dress,Chiffon,CLTH-034167
47495,Unisex,Footwear,Sandal,Sandals,Grey,Fall,2012.0,Casual,Footfun Kids Unisex Grey Sandals,Leather,CLTH-047495
50422,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Ankle Shoes,Mixed,CLTH-050422
28538,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Sports,Nike Men Challenger Charcoal T-shirt,Cotton,CLTH-028538
22002,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Casual Purple Handbag,Leather,CLTH-022002
46547,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Timex Expedition Men Off-White Dial Analogue & Digital Watch T41361 ,Metal,CLTH-046547
7660,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Toe Crusher Black T-shirt,Cotton,CLTH-007660
54082,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Mumbai Slang Women Blue Kurti,Mixed,CLTH-054082
13745,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Belmonte Men Solid Blue Shirts,Cotton,CLTH-013745
2312,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Mens White Polo T-shirt,Cotton,CLTH-002312
31415,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Spykar Men Navy Blue Trevor Brief,Mixed,CLTH-031415
12697,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Egoli TF White Sports Shoes,Synthetic,CLTH-012697
35889,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Jungle Book Boys Follow The Tracks Yellow T-shirt,Cotton,CLTH-035889
55150,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Lakme True Wear Freespirit Nail Polish N525,Mixed,CLTH-055150
11012,Women,Apparel,Topwear,Tops,Multi,Fall,2011.0,Casual,Wrangler Women Frill Check Multi Tops,Cotton,CLTH-011012
25227,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Lino Perros Women Leatherite Blue Handbag,Leather,CLTH-025227
39678,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lotto Men Black Shoes,Mixed,CLTH-039678
41762,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Remanika Women Multi Coloured Top,Cotton,CLTH-041762
1597,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Travel,Geonaute Women Black Outdoor Bag,Leather,CLTH-001597
33342,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Casual,Homme Men Black Formal Shoes,Mixed,CLTH-033342
57607,Women,Personal Care,Skin Care,Toner,Green,Spring,2017.0,,Lotus Herbals Basiltone Toner,Mixed,CLTH-057607
52375,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Mixed,CLTH-052375
21687,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fossil Men Steel-Toned Dial Chronograph Watch CH2790,Metal,CLTH-021687
20755,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Carlton London Women Peep Toe Denim Blue Casual shoes,Mixed,CLTH-020755
14560,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Men Era Black Casual Shoes,Mixed,CLTH-014560
44210,Women,Footwear,Flip Flops,Flip Flops,Purple,Winter,2012.0,Casual,iPanema Women Purple Flip Flops,Rubber,CLTH-044210
5137,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Wrangler Women's Woodstock Red Top,Cotton,CLTH-005137
11220,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Men Axis Black Steel Watches,Metal,CLTH-011220
57435,Women,Apparel,Topwear,Tshirts,Red,Summer,2015.0,Casual,Angry Birds Women Coral T-shirt,Cotton,CLTH-057435
40482,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Fila Men Black Speed Lite Shoes,Mixed,CLTH-040482
38598,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Nike Men Purple T-shirt,Cotton,CLTH-038598
33170,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Oxygen Blue Top,Cotton,CLTH-033170
52147,Women,Apparel,Topwear,Tshirts,Lime Green,Summer,2012.0,Casual,Femella Women Green Polo T-Shirt,Cotton,CLTH-052147
15680,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Classic Chinos Beige Trousers,Denim,CLTH-015680
36402,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,Mixed,CLTH-036402
25829,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Diva Women Printed Green Kurta,Cotton,CLTH-025829
44022,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,HUGO Men Dark Blue Perfume,Mixed,CLTH-044022
20567,Women,Accessories,Bags,Handbags,Gold,Winter,2015.0,Casual,Baggit Women Barbiex Avni Gold Handbag,Leather,CLTH-020567
14752,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Arrow Men Solid Grey Shirts,Cotton,CLTH-014752
53095,Women,Accessories,Jewellery,Earrings,Maroon,Winter,2016.0,Ethnic,Fabindia Maroon & Green Earrings,Mixed,CLTH-053095
50610,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016.0,Casual,Chromozome Men Navy Blue Brief,Mixed,CLTH-050610
34355,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Jazzy Move Printed T-shirt,Cotton,CLTH-034355
46775,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Euroluxe Men Ammir Perfume,Mixed,CLTH-046775
19871,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Wires Navy Blue Flip Flops,Rubber,CLTH-019871
7452,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey & Navy Striped Polo T-shirt,Cotton,CLTH-007452
22230,Men,Footwear,Sandal,Sandals,Black,Winter,2015.0,Casual,Hush Puppies Men Gel comfort Black Sandals,Leather,CLTH-022230
16005,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Sweaters,Wool,CLTH-016005
2120,Women,Apparel,Topwear,Tops,Navy Blue,Winter,2010.0,Casual,Lee Women Navy Blue Top,Cotton,CLTH-002120
43207,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch,Metal,CLTH-043207
27742,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Sling bag,Leather,CLTH-027742
26690,Men,Footwear,Sandal,Sports Sandals,Black,Spring,2014.0,Casual,Puma Men Black Aripon Ind Sports Sandals,Mixed,CLTH-026690
55362,Women,Personal Care,Nails,Nail Polish,Black,Spring,2017.0,Casual,Revlon Black Beauty Nail Enamel 371,Mixed,CLTH-055362
16839,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Idee Men Funky Eyewear Blue Sunglasses,Plastic,CLTH-016839
31627,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Indigo Nation Men Check Navy Blue Shirt,Cotton,CLTH-031627
2180,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Probase Mens Probase Orange Stripe Polo tee T-shirt,Cotton,CLTH-002180
30755,Men,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Fabindia Men Striped Purple Khadi Kurta,Cotton,CLTH-030755
3052,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Tantra Men's Stop Train Violet T-shirt,Cotton,CLTH-003052
16899,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Black Polo Tshirt,Cotton,CLTH-016899
31687,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women Sweet Classic Leather White Shoes,Mixed,CLTH-031687
26630,Women,Footwear,Shoes,Flats,White,Summer,2012.0,Casual,Puma Women Winning Diva Ballerinas,Mixed,CLTH-026630
12405,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Reid & Taylor Men Stripes  Navy Blue Socks,Mixed,CLTH-012405
18903,Unisex,Accessories,Gloves,Gloves,Black,Summer,2011.0,Casual,ADIDAS Originals Unisex AC Striped Black Gloves,Mixed,CLTH-018903
6520,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,Nike Unisex Total 90 Stri Blue Backpack,Canvas,CLTH-006520
47607,Women,Footwear,Shoes,Flats,Purple,Winter,2014.0,Casual,Portia Women Purple & Black Sandals,Mixed,CLTH-047607
17177,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Green Shirt,Cotton,CLTH-017177
22290,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Inc. 5 Women Casual Silver Flats,Mixed,CLTH-022290
51762,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Toned Heels,Mixed,CLTH-051762
45150,Men,Accessories,Watches,Watches,Silver,Summer,2017.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1302D-7A2VDF(A488),Metal,CLTH-045150
25889,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012.0,Casual,Femella Women Cream Leggings,Mixed,CLTH-025889
15620,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Sports,Nike Men AS Thermal Grey Jackets,Polyester,CLTH-015620
53035,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Mixed,CLTH-053035
37570,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink Spaghetti Top,Cotton,CLTH-037570
11280,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Wrangler Men Black Texas Jeans,Denim,CLTH-011280
56547,Women,Personal Care,Lips,Lip Liner,Red,Spring,2017.0,Casual,Streetwear Stay On Longwear Ruby Lip Liner 03,Mixed,CLTH-056547
32002,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Formal,Playboy Men Grey Socks,Mixed,CLTH-032002
40422,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & Pink Top,Cotton,CLTH-040422
38538,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Puma Men Green California Shoes,Mixed,CLTH-038538
53809,Women,Apparel,Topwear,Tunics,White,Fall,2012.0,Casual,Ayaany Women White Tunic,Mixed,CLTH-053809
24167,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Red Striped Kurti,Mixed,CLTH-024167
57495,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Formal,Lee Cooper Men Brown Shoes,Mixed,CLTH-057495
10352,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Shirts,Cotton,CLTH-010352
15412,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Fila Women Hex II White And Black Sports Shoes,Synthetic,CLTH-015412
21627,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Lift Black Bra,Mixed,CLTH-021627
4045,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Barricade 60 White Silver Black Shoe,Synthetic,CLTH-004045
45362,Women,Footwear,Shoes,Heels,Olive,Summer,2016.0,Casual,Cobblerz Women Olive Green Sandals,Mixed,CLTH-045362
37742,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Stripes Yellow Shirt,Cotton,CLTH-037742
5197,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Batman Men's Denim Patch Light Grey T-shirt,Cotton,CLTH-005197
32230,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Kurta,Cotton,CLTH-032230
4879,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Devon White Kidswear,Cotton,CLTH-004879
25287,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherette Red Sling Bag,Leather,CLTH-025287
24355,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Folklore Women Orange Printed Kurta,Cotton,CLTH-024355
